  BETAD          -9.000000E+01    -2.500000E+01    -2.000000E+01  -1.500000E+01    -1.000000E+01    -5.000000E+00    -2.000000E+00     0.000000E+00     2.000000E+00     5.000000E+00    1.000000E+01     1.500000E+01    2.000000E+01     2.500000E+01     9.000000E+01   
 -1.800000E+02    0.000000E+00     0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00    0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00
 -1.650000E+02    0.000000E+00     0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00    0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00
 -9.000000E+01    0.000000E+00     0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00    0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00
 -2.500000E+01    0.000000E+00    -3.276012E-02    -2.748901E-02  -2.138266E-02    -1.462660E-02    -7.426118E-03    -2.983157E-03     0.000000E+00     2.983157E-03     7.426118E-03    1.462660E-02     2.138266E-02   2.748901E-02     3.276012E-02     0.000000E+00
 -2.200000E+01    0.000000E+00    -2.903840E-02    -2.436611E-02  -1.895347E-02    -1.296494E-02    -6.582471E-03    -2.644255E-03     0.000000E+00     2.644255E-03     6.582471E-03    1.296494E-02     1.895348E-02   2.436611E-02     2.903840E-02     0.000000E+00
 -2.000000E+01    0.000000E+00    -2.651239E-02    -2.224654E-02  -1.730474E-02    -1.183714E-02    -6.009872E-03    -2.414234E-03     0.000000E+00     2.414234E-03     6.009872E-03    1.183714E-02     1.730474E-02   2.224654E-02     2.651239E-02     0.000000E+00
 -1.000000E+01    0.000000E+00    -1.346070E-02    -1.129486E-02  -8.785847E-03    -6.009872E-03    -3.051292E-03    -1.225739E-03     0.000000E+00     1.225739E-03     3.051291E-03    6.009872E-03     8.785846E-03   1.129486E-02     1.346070E-02     0.000000E+00
 -5.000000E+00    0.000000E+00    -6.756057E-03    -5.669005E-03  -4.409703E-03    -3.016414E-03    -1.531474E-03    -6.152108E-04     0.000000E+00     6.152108E-04     1.531474E-03    3.016415E-03     4.409703E-03   5.669005E-03     6.756057E-03     0.000000E+00
 -2.000000E+00    0.000000E+00    -2.705306E-03    -2.270022E-03  -1.765763E-03    -1.207853E-03    -6.132432E-04    -2.463469E-04     0.000000E+00     2.463469E-04     6.132431E-04    1.207853E-03     1.765763E-03   2.270021E-03     2.705306E-03     0.000000E+00
  0.000000E+00    0.000000E+00     0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00    0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00
  2.000000E+00    0.000000E+00     2.705306E-03     2.270021E-03   1.765763E-03     1.207853E-03     6.132431E-04     2.463469E-04     0.000000E+00    -2.463469E-04    -6.132432E-04    1.207853E-03    -1.765763E-03  -2.270022E-03    -2.705306E-03     0.000000E+00
  5.000000E+00    0.000000E+00     6.756057E-03     5.669005E-03   4.409703E-03     3.016415E-03     1.531474E-03     6.152108E-04     0.000000E+00    -6.152108E-04    -1.531474E-03    3.016414E-03    -4.409703E-03  -5.669005E-03    -6.756057E-03     0.000000E+00
  1.000000E+01    0.000000E+00     1.346070E-02     1.129486E-02   8.785846E-03     6.009872E-03     3.051291E-03     1.225739E-03     0.000000E+00    -1.225739E-03    -3.051292E-03    6.009872E-03    -8.785847E-03  -1.129486E-02    -1.346070E-02     0.000000E+00
  2.000000E+01    0.000000E+00     2.651239E-02     2.224654E-02   1.730474E-02     1.183714E-02     6.009872E-03     2.414234E-03     0.000000E+00    -2.414234E-03    -6.009872E-03    1.183714E-02    -1.730474E-02  -2.224654E-02    -2.651239E-02     0.000000E+00
  2.200000E+01    0.000000E+00     2.903840E-02     2.436611E-02   1.895348E-02     1.296494E-02     6.582471E-03     2.644255E-03     0.000000E+00    -2.644255E-03    -6.582471E-03    1.296494E-02    -1.895347E-02  -2.436611E-02    -2.903840E-02     0.000000E+00
  2.500000E+01    0.000000E+00     3.276012E-02     2.748901E-02   2.138266E-02     1.462660E-02     7.426118E-03     2.983157E-03     0.000000E+00    -2.983157E-03    -7.426118E-03    1.462660E-02    -2.138266E-02  -2.748901E-02    -3.276012E-02     0.000000E+00
  9.000000E+01    0.000000E+00     0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00    0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00
  1.650000E+02    0.000000E+00     0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00    0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00
  1.800000E+02    0.000000E+00     0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00     0.000000E+00    0.000000E+00     0.000000E+00   0.000000E+00     0.000000E+00     0.000000E+00
