GAMMA K_HL
-90	0.0
-26	0.0357003
-24	0.0356395
-22	0.0352661
-20	0.0345329
-15	0.0308553
-10	0.0241182
-5	0.0139198
-2	0.0060256
-1	0.0030897
0	0
1	-0.0030755
2	-0.0059687
5	-0.0135653
10	-0.0227109
15	-0.0277289
20	-0.0290733
22	-0.0287166
24	-0.0279183
26	-0.0267313
90	0.0
