    FN              0.000         0.400         0.667         0.833         1.000
 -1.878140E-01    1.000000E+00     1.156094E+00     1.574716E+00                  1.979548E+00     2.673177E+00
 -1.609834E-01    1.000000E+00     1.138247E+00     1.574716E+00                  1.979548E+00     2.673177E+00
 -1.341528E-01    1.000000E+00     1.119358E+00     1.463726E+00                  1.939293E+00     2.673177E+00
 -1.073222E-01    1.000000E+00     1.084760E+00     1.381248E+00                  1.689918E+00     2.419246E+00
 -8.049170E-02    1.000000E+00     1.023147E+00     1.194654E+00                  1.461787E+00     1.828753E+00
 -5.366113E-02    1.000000E+00     1.038158E+00     1.135619E+00                  1.230113E+00     1.390203E+00
 -2.683057E-02    1.000000E+00     1.084477E+00     1.282812E+00                  1.464139E+00     1.756127E+00
 -1.730242E-04    1.000000E+00     1.185737E+00     1.707975E+00                  2.300373E+00     3.531186E+00
  1.730242E-04    1.000000E+00     1.185726E+00     1.707824E+00                  2.299893E+00     3.529546E+00
  2.039914E-02    1.000000E+00     1.087504E+00     1.301951E+00                  1.507911E+00     1.860598E+00
  4.062525E-02    1.000000E+00     1.062609E+00     1.205527E+00                  1.331069E+00     1.517106E+00
  6.085137E-02    1.000000E+00     1.032350E+00     1.126196E+00                  1.225573E+00     1.444139E+00
  8.107748E-02    1.000000E+00     1.032778E+00     1.222182E+00                  1.424915E+00     1.915959E+00
  1.013036E-01    1.000000E+00     1.082455E+00     1.401637E+00                  1.669025E+00     2.306171E+00
  1.215297E-01    1.000000E+00     1.115669E+00     1.429541E+00                  1.789762E+00     2.943378E+00
  1.417558E-01    1.000000E+00     1.124221E+00     1.496853E+00                  2.076989E+00     2.943378E+00
  1.619819E-01    1.000000E+00     1.141367E+00     1.649190E+00                  2.076989E+00     6.293766E+00
  1.822081E-01    1.000000E+00     1.168478E+00     2.015023E+00                  3.120830E+00     5.526577E+00
  2.024342E-01    1.000000E+00     1.207558E+00     2.015023E+00                  4.696401E+00     5.923779E+00
  2.226603E-01    1.000000E+00     1.265466E+00     2.581999E+00                  5.127197E+00     6.320980E+00
  2.428864E-01    1.000000E+00     1.265466E+00     3.148974E+00                  5.284754E+00     6.718181E+00
