 -1.000000E+06    0.000000E+00
 -4.000000E+00    5.000000E-03
 -3.000000E+00    1.800000E-02
 -2.000000E+00    4.400000E-02
 -1.500000E+00    6.800001E-02
 -1.000000E+00    1.150000E-01
 -5.000000E-01    2.150000E-01
 -2.500000E-01    3.000000E-01
  0.000000E+00    5.000000E-01
  2.500000E-01    7.000000E-01
  5.000000E-01    7.850000E-01
  1.000000E+00    8.850001E-01
  1.500000E+00    9.320000E-01
  2.000000E+00    9.560000E-01
  3.000000E+00    9.820000E-01
  4.000000E+00    9.950000E-01
  1.000000E+06    1.000000E+00
