 -1.800000E+02   -7.265938E-17
 -1.770000E+02   -2.604020E-05
 -1.750000E+02   -7.221640E-05
 -1.700000E+02   -2.866709E-04
 -1.350000E+02   -1.668158E-03
 -9.000000E+01    0.000000E+00
 -7.000000E+01    1.112105E-03
 -4.500000E+01    1.668158E-03
 -2.000000E+01    1.112105E-03
 -1.800000E+01    9.078356E-04
 -1.500000E+01    6.368469E-04
 -1.000000E+01    2.866705E-04
 -5.000000E+00    7.221618E-05
 -2.000000E+00    1.157926E-05
 -1.000000E+00    2.895697E-06
  0.000000E+00    0.000000E+00
  1.000000E+00    2.895697E-06
  2.000000E+00    1.157926E-05
  5.000000E+00    7.221618E-05
  1.000000E+01    2.866705E-04
  1.500000E+01    6.368469E-04
  1.800000E+01    9.078356E-04
  2.000000E+01    1.112105E-03
  4.500000E+01    1.668158E-03
  7.000000E+01    1.112105E-03
  9.000000E+01    0.000000E+00
  1.350000E+02   -1.668158E-03
  1.700000E+02   -2.866709E-04
  1.750000E+02   -7.221640E-05
  1.770000E+02   -2.604020E-05
  1.800000E+02   -7.265938E-17
